year,geography_name,geography,sex,race_ethnicity,age_category,metric_name,metric_value,lower_bound,upper_bound,uncertainty_type,source,category,quality_flag,candida_auris_case_type,blood_lead_level,fatal_nonfatal_shootings,leading_cause_death,leading_cause_death_rank,drug_category,aqi_category,syphilis_transmission_category,smoke_type,objectid
2021,Philadelphia,County,All sexes,Asian/PI (NH),45-49,age_distribution,7509,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125
2021,Philadelphia,County,All sexes,Asian/PI (NH),50-54,age_distribution,7519,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126
2021,Philadelphia,County,All sexes,Asian/PI (NH),55-59,age_distribution,6954,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127
2021,Philadelphia,County,All sexes,Asian/PI (NH),60-64,age_distribution,6463,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
2021,Philadelphia,County,All sexes,Asian/PI (NH),65-69,age_distribution,5513,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129
2021,Philadelphia,County,All sexes,Asian/PI (NH),70-74,age_distribution,3918,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130
2021,Philadelphia,County,All sexes,Asian/PI (NH),75-79,age_distribution,2494,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
2021,Philadelphia,County,All sexes,Asian/PI (NH),80-84,age_distribution,1503,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132
2021,Philadelphia,County,All sexes,Asian/PI (NH),85+,age_distribution,1446,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133
2021,Philadelphia,County,All sexes,Black (NH),0-4,age_distribution,37304,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134
2021,Philadelphia,County,All sexes,Multiracial (NH),0-4,age_distribution,4451,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135
2021,Philadelphia,County,All sexes,Multiracial (NH),5-9,age_distribution,4196,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136
2021,Philadelphia,County,All sexes,Multiracial (NH),10-14,age_distribution,3456,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
2021,Philadelphia,County,All sexes,Multiracial (NH),15-19,age_distribution,2921,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138
2021,Philadelphia,County,All sexes,Multiracial (NH),20-24,age_distribution,2737,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139
2021,Philadelphia,County,All sexes,Multiracial (NH),25-29,age_distribution,3399,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140
2021,Philadelphia,County,All sexes,Multiracial (NH),30-34,age_distribution,3168,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141
2021,Philadelphia,County,All sexes,White (NH),15-19,age_distribution,24243,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142
2021,Philadelphia,County,All sexes,White (NH),20-24,age_distribution,29069,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143
2021,Philadelphia,County,All sexes,White (NH),25-29,age_distribution,53482,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144
2021,Philadelphia,County,All sexes,White (NH),30-34,age_distribution,61844,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145
2021,Philadelphia,County,All sexes,White (NH),35-39,age_distribution,46174,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146
2021,Philadelphia,County,All sexes,White (NH),40-44,age_distribution,33330,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147
2021,Philadelphia,County,All sexes,White (NH),45-49,age_distribution,26794,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148
2021,Philadelphia,County,All sexes,White (NH),50-54,age_distribution,29017,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149
2021,Philadelphia,County,All sexes,White (NH),55-59,age_distribution,31739,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150
2021,Philadelphia,County,All sexes,White (NH),60-64,age_distribution,34494,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151
2021,Philadelphia,County,All sexes,White (NH),65-69,age_distribution,31880,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152
2021,Philadelphia,County,All sexes,White (NH),70-74,age_distribution,26730,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153
2021,Philadelphia,County,All sexes,White (NH),75-79,age_distribution,16941,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154
2021,Philadelphia,County,All sexes,White (NH),80-84,age_distribution,11475,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155
2021,Philadelphia,County,All sexes,White (NH),85+,age_distribution,13397,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156
2021,Philadelphia,County,Female,All races/ethnicities,0-4,age_distribution,47167,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157
2021,Philadelphia,County,Female,All races/ethnicities,5-9,age_distribution,47535,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158
2021,Philadelphia,County,Female,All races/ethnicities,10-14,age_distribution,45908,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
2021,Philadelphia,County,Female,All races/ethnicities,15-19,age_distribution,47843,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160
2021,Philadelphia,County,Female,All races/ethnicities,20-24,age_distribution,52846,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161
2021,Philadelphia,County,Female,All races/ethnicities,25-29,age_distribution,74567,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162
2021,Philadelphia,County,Female,All races/ethnicities,30-34,age_distribution,78607,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163
2021,Philadelphia,County,Female,All races/ethnicities,35-39,age_distribution,59991,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164
2021,Philadelphia,County,Female,All races/ethnicities,40-44,age_distribution,50383,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165
2021,Philadelphia,County,Female,All races/ethnicities,45-49,age_distribution,43215,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166
2021,Philadelphia,County,Female,All races/ethnicities,50-54,age_distribution,46619,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
2021,Philadelphia,County,Female,All races/ethnicities,55-59,age_distribution,48640,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168
2021,Philadelphia,County,Female,All races/ethnicities,60-64,age_distribution,49290,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169
2021,Philadelphia,County,Female,All races/ethnicities,65-69,age_distribution,42796,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170
2021,Philadelphia,County,Female,All races/ethnicities,70-74,age_distribution,34601,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171
2021,Philadelphia,County,Female,All races/ethnicities,75-79,age_distribution,22903,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172
2021,Philadelphia,County,Female,All races/ethnicities,80-84,age_distribution,15621,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173
2021,Philadelphia,County,Female,All races/ethnicities,85+,age_distribution,18272,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174
2021,Philadelphia,County,Female,Asian/PI (NH),0-4,age_distribution,3094,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175
2021,Philadelphia,County,Female,Asian/PI (NH),5-9,age_distribution,3097,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176
2021,Philadelphia,County,All sexes,Multiracial (NH),35-39,age_distribution,1983,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177
2021,Philadelphia,County,All sexes,Multiracial (NH),40-44,age_distribution,1477,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178
2021,Philadelphia,County,All sexes,Multiracial (NH),45-49,age_distribution,1175,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179
2021,Philadelphia,County,All sexes,Multiracial (NH),50-54,age_distribution,1154,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180
2021,Philadelphia,County,All sexes,Multiracial (NH),55-59,age_distribution,987,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181
2021,Philadelphia,County,All sexes,Multiracial (NH),60-64,age_distribution,914,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182
2021,Philadelphia,County,All sexes,Multiracial (NH),65-69,age_distribution,829,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183
2021,Philadelphia,County,All sexes,Multiracial (NH),70-74,age_distribution,565,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184
2021,Philadelphia,County,All sexes,Multiracial (NH),75-79,age_distribution,310,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185
2021,Philadelphia,County,All sexes,Multiracial (NH),80-84,age_distribution,189,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186
2021,Philadelphia,County,All sexes,Multiracial (NH),85+,age_distribution,162,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187
2021,Philadelphia,County,All sexes,White (NH),0-4,age_distribution,24011,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188
2021,Philadelphia,County,All sexes,White (NH),5-9,age_distribution,19493,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189
2021,Philadelphia,County,All sexes,White (NH),10-14,age_distribution,17609,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
2021,Philadelphia,County,Female,Asian/PI (NH),80-84,age_distribution,832,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191
2021,Philadelphia,County,Female,Asian/PI (NH),85+,age_distribution,859,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192
2021,Philadelphia,County,Female,Black (NH),0-4,age_distribution,18462,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
2021,Philadelphia,County,Female,Black (NH),5-9,age_distribution,21014,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194
2021,Philadelphia,County,Female,Black (NH),10-14,age_distribution,21846,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
2021,Philadelphia,County,Female,Black (NH),15-19,age_distribution,20513,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
2021,Philadelphia,County,Female,Black (NH),20-24,age_distribution,21658,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
2021,Philadelphia,County,Female,Black (NH),25-29,age_distribution,27187,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
2021,Philadelphia,County,Female,Black (NH),30-34,age_distribution,28514,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199
2021,Philadelphia,County,Female,Black (NH),35-39,age_distribution,21757,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
2021,Philadelphia,County,Female,Black (NH),40-44,age_distribution,20599,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
2021,Philadelphia,County,Female,Black (NH),45-49,age_distribution,18715,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
2021,Philadelphia,County,Female,Black (NH),50-54,age_distribution,21322,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
2021,Philadelphia,County,Female,Black (NH),55-59,age_distribution,22635,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
2021,Philadelphia,County,Female,Black (NH),60-64,age_distribution,22749,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
2021,Philadelphia,County,Female,Black (NH),65-69,age_distribution,18771,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
2021,Philadelphia,County,Female,Black (NH),70-74,age_distribution,14934,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
2021,Philadelphia,County,Female,Black (NH),75-79,age_distribution,9737,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
2021,Philadelphia,County,Female,Black (NH),80-84,age_distribution,6665,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
2021,Philadelphia,County,Female,Black (NH),85+,age_distribution,7470,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210
2021,Philadelphia,County,Female,Hispanic,0-4,age_distribution,11660,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
2021,Philadelphia,County,Female,Hispanic,5-9,age_distribution,11784,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
2021,Philadelphia,County,Female,Hispanic,10-14,age_distribution,10645,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
2021,Philadelphia,County,Female,Hispanic,15-19,age_distribution,9623,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
2021,Philadelphia,County,Female,Hispanic,20-24,age_distribution,9466,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
2021,Philadelphia,County,Female,Hispanic,25-29,age_distribution,10988,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
2021,Philadelphia,County,Female,Hispanic,30-34,age_distribution,10667,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
2021,Philadelphia,County,Female,Hispanic,35-39,age_distribution,9330,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
2021,Philadelphia,County,Female,Hispanic,40-44,age_distribution,8245,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219
2021,Philadelphia,County,Female,Hispanic,45-49,age_distribution,6853,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220
2021,Philadelphia,County,Female,Hispanic,50-54,age_distribution,6602,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
2021,Philadelphia,County,Female,Hispanic,55-59,age_distribution,5803,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
2021,Philadelphia,County,Female,Hispanic,60-64,age_distribution,4687,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223
2021,Philadelphia,County,Female,Hispanic,65-69,age_distribution,3603,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
2021,Philadelphia,County,Female,Hispanic,70-74,age_distribution,2584,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
2021,Philadelphia,County,Female,Asian/PI (NH),10-14,age_distribution,2932,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226
2021,Philadelphia,County,Female,Asian/PI (NH),15-19,age_distribution,3789,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227
2021,Philadelphia,County,Female,Asian/PI (NH),20-24,age_distribution,4772,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228
2021,Philadelphia,County,Female,Asian/PI (NH),25-29,age_distribution,6476,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229
2021,Philadelphia,County,Female,Asian/PI (NH),30-34,age_distribution,6958,-99999,-99999,NA,Annual County Resident Population Estimates,Population,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230
