,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,outcome,log_dur
968,30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown,yes,1,2.9894498176666917
969,36,technician,single,secondary,yes,12,no,no,cellular,12,aug,587,2,-1,0,unknown,yes,1,2.7686381012476144
970,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other,yes,1,2.6201360549737576
971,47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,567,1,95,3,success,yes,1,2.7535830588929064
972,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes,1,2.7781512503836434
973,34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,yes,1,2.6711728427150834
974,49,management,married,primary,no,3371,no,no,cellular,11,nov,269,2,-1,0,unknown,yes,1,2.429752280002408
975,44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,yes,1,2.952792443044092
976,34,admin.,single,tertiary,no,18,yes,yes,cellular,30,apr,359,1,-1,0,unknown,yes,1,2.5550944485783194
977,66,retired,married,tertiary,no,1948,no,no,cellular,28,jan,216,1,91,4,success,yes,1,2.3344537511509307
978,37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes,1,2.164352855784437
979,38,housemaid,divorced,secondary,no,70,no,no,cellular,27,oct,255,3,148,1,success,yes,1,2.406540180433955
980,46,blue-collar,married,unknown,no,9328,yes,no,cellular,5,may,725,3,-1,0,unknown,yes,1,2.8603380065709936
981,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes,1,2.383815365980431
982,53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,unknown,yes,1,2.361727836017593
983,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes,1,2.56702636615906
984,32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes,1,2.8115750058705933
985,30,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,yes,1,2.399673721481038
986,69,retired,single,tertiary,no,2144,no,no,cellular,29,jul,417,1,184,4,success,yes,1,2.6201360549737576
987,84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,3,-1,0,unknown,yes,1,2.5477747053878224
988,25,student,single,secondary,no,8,no,no,cellular,22,apr,107,2,-1,0,unknown,yes,1,2.0293837776852097
989,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,yes,1,3.3902283624691303
990,50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,apr,76,1,-1,0,unknown,yes,1,1.8808135922807914
991,30,technician,married,secondary,no,-393,yes,yes,cellular,16,jul,435,1,-1,0,unknown,yes,1,2.6384892569546374
992,55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,unknown,yes,1,2.5477747053878224
993,53,unemployed,married,secondary,no,94,no,no,cellular,10,aug,493,1,181,14,success,yes,1,2.69284691927723
994,57,retired,married,secondary,no,1044,no,no,telephone,11,jan,585,1,192,2,success,yes,1,2.7671558660821804
995,32,blue-collar,married,primary,no,415,yes,no,unknown,2,jun,777,4,-1,0,unknown,yes,1,2.890421018800914
996,32,services,single,secondary,no,133,no,no,cellular,15,apr,171,1,-1,0,unknown,yes,1,2.2329961103921536
997,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes,1,2.9190780923760737
998,34,management,married,tertiary,no,606,no,no,cellular,20,apr,97,1,-1,0,unknown,yes,1,1.9867717342662448
999,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes,1,2.4456042032735974
1000,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes,1,2.8260748027008264
1001,37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,404,1,182,1,success,yes,1,2.606381365110605
1002,38,unemployed,married,tertiary,no,2812,yes,no,cellular,30,apr,830,1,-1,0,unknown,yes,1,2.9190780923760737
1003,33,blue-collar,single,secondary,no,-416,yes,no,unknown,16,may,767,2,-1,0,unknown,yes,1,2.8847953639489807
1004,69,retired,married,unknown,no,426,no,no,telephone,9,mar,225,1,90,1,success,yes,1,2.3521825181113627
1005,65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,256,1,-1,0,unknown,yes,1,2.4082399653118496
1006,62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,216,1,183,4,success,yes,1,2.3344537511509307
1007,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes,1,2.9390197764486663
1008,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes,1,3.0692980121155293
1009,31,blue-collar,married,secondary,no,92,yes,no,unknown,16,may,688,1,-1,0,unknown,yes,1,2.837588438235511
1010,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes,1,2.699837725867246
1011,36,technician,single,tertiary,no,197,no,no,cellular,30,apr,260,1,-1,0,unknown,yes,1,2.4149733479708178
1012,32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,yes,1,2.0
1013,34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,unknown,yes,1,2.714329759745233
1014,59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes,1,2.9111576087399764
1015,25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,yes,1,2.932980821923198
1016,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes,1,2.964259630196849
1017,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,yes,1,2.6138418218760693
1018,34,admin.,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,yes,1,2.8068580295188172
1019,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,yes,1,2.69284691927723
1020,49,admin.,married,secondary,no,3608,yes,no,unknown,13,nov,231,1,-1,0,unknown,yes,1,2.3636119798921444
1021,73,retired,married,unknown,no,519,no,no,telephone,16,oct,434,1,57,1,failure,yes,1,2.637489729512511
1022,50,blue-collar,married,unknown,no,2284,yes,no,telephone,31,jul,1088,17,-1,0,unknown,yes,1,3.036628895362161
1023,29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes,1,2.7589118923979736
1024,63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown,yes,1,2.7041505168397992
1025,59,retired,married,secondary,no,0,no,no,unknown,5,jun,812,1,-1,0,unknown,yes,1,2.909556029241175
1026,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown,yes,1,2.2576785748691846
1027,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,yes,1,2.3783979009481375
1028,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,yes,1,2.739572344450092
1029,45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,yes,1,2.9410142437055695
1030,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes,1,2.7505083948513462
1031,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,yes,1,2.4913616938342726
1032,40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes,1,2.6757783416740852
1033,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes,1,3.1806992012960347
1034,29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes,1,2.496929648073215
1035,38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes,1,2.4727564493172123
1036,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,663,4,-1,0,unknown,yes,1,2.821513528404773
1037,26,technician,single,secondary,no,668,yes,no,unknown,28,may,576,3,-1,0,unknown,yes,1,2.760422483423212
1038,60,self-employed,married,primary,no,362,no,yes,cellular,29,jul,816,6,-1,0,unknown,yes,1,2.9116901587538613
1039,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes,1,2.978180516937414
1040,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes,1,3.091315159697223
1041,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown,yes,1,3.101403350555331
